year,state,state_po,total_votes,electoral_votes,democrat_votes,republican_votes,other_votes,democrat_pct,republican_pct,other_pct,more_democrat,winning_party,candidate_name,party,democrat_electoral_votes,republican_electoral_votes
1976,Alabama,AL,1182850,9,659170,504070,19610,0.5572726888447394,0.42614870862746757,0.016578602527793043,0.13112398021727178,democrat,Jimmy Carter,democrat,9,0
1980,Alabama,AL,1341929,9,636730,654192,51007,0.47448859067804633,0.4875012016284021,0.038010207693551595,-0.013012610950355774,republican,Ronald Reagan,republican,0,9
1984,Alabama,AL,1441713,9,551899,872849,16965,0.38280781265064545,0.6054249354760621,0.011767251873292396,-0.22261712282541668,republican,Ronald Reagan,republican,0,9
1988,Alabama,AL,1378476,9,549506,815576,13394,0.39863298309147205,0.5916504893810266,0.009716527527501385,-0.19301750628955455,republican,George H.W. Bush,republican,0,9
1992,Alabama,AL,1688060,9,690080,804283,193697,0.4088006350485172,0.4764540359939813,0.11474532895750152,-0.06765340094546407,republican,George H.W. Bush,republican,0,9
1996,Alabama,AL,1534349,9,662165,769044,103140,0.4315608769582409,0.5012184320516389,0.06722069099012024,-0.06965755509339794,republican,Robert Dole,republican,0,9
2000,Alabama,AL,1666272,9,692611,941173,32488,0.4156650294789806,0.5648375535326765,0.019497416988342838,-0.1491725240536959,republican,George W. Bush,republican,0,9
2004,Alabama,AL,1883415,9,693933,1176394,13088,0.36844402322377173,0.6246068975770077,0.006949079199220565,-0.256162874353236,republican,George W. Bush,republican,0,9
2008,Alabama,AL,2099819,9,813479,1266546,19794,0.38740434294574916,0.603169130291706,0.009426526762544771,-0.2157647873459569,republican,John McCain,republican,0,9
2012,Alabama,AL,2074338,9,795696,1255925,22717,0.3835903309875247,0.6054582232982282,0.010951445714247148,-0.22186789231070347,republican,Mitt Romney,republican,0,9
2016,Alabama,AL,2123372,9,729547,1318255,75570,0.3435794575797364,0.6208309236440906,0.03558961877617299,-0.27725146606435425,republican,Donald J. Trump,republican,0,9
1976,Alaska,AK,123574,3,44058,71555,7961,0.3565313091750692,0.5790457539611893,0.06442293686374156,-0.2225144447861201,republican,Gerald Ford,republican,0,3
1980,Alaska,AK,158445,3,41842,86112,30491,0.2640790179557575,0.5434819653507527,0.19243901669348987,-0.27940294739499516,republican,Ronald Reagan,republican,0,3
1984,Alaska,AK,207605,3,62007,138377,7221,0.29867777751017555,0.666539823221984,0.034782399267840367,-0.36786204571180847,republican,Ronald Reagan,republican,0,3
1988,Alaska,AK,200116,3,72584,119251,8281,0.362709628415519,0.595909372563913,0.04138099902056807,-0.23319974414839395,republican,George H.W. Bush,republican,0,3
1992,Alaska,AK,258506,3,78294,102000,78212,0.3028711132430195,0.3945749808515083,0.3025539059054722,-0.09170386760848875,republican,George H.W. Bush,republican,0,3
1996,Alaska,AK,241620,3,80380,122746,38494,0.33267113649532326,0.5080125817399221,0.15931628176475457,-0.17534144524459888,republican,Robert Dole,republican,0,3
2000,Alaska,AK,285560,3,79004,167398,39158,0.27666339823504693,0.5862095531587057,0.1371270486062474,-0.3095461549236588,republican,George W. Bush,republican,0,3
2004,Alaska,AK,312598,3,111025,190889,10684,0.35516861912104364,0.6106532991253942,0.03417808175356208,-0.2554846800043506,republican,George W. Bush,republican,0,3
2008,Alaska,AK,326197,3,123594,193841,8762,0.37889373599389325,0.5942451953880631,0.026861068618043698,-0.21535145939416983,republican,John McCain,republican,0,3
2012,Alaska,AK,300495,3,122640,164676,13179,0.40812659112464433,0.5480157739729447,0.04385763490241102,-0.13988918284830032,republican,Mitt Romney,republican,0,3
2016,Alaska,AK,318608,3,116454,163387,38767,0.36550871290111986,0.5128151207753728,0.12167616632350725,-0.14730640787425298,republican,Donald J. Trump,republican,0,3
1976,Arizona,AZ,742719,11,295602,418642,28475,0.39799978188251545,0.5636613577948053,0.03833886032267924,-0.16566157591228986,republican,Gerald Ford,republican,0,11
1980,Arizona,AZ,873945,11,246843,529688,97414,0.28244683589928427,0.6060884838290739,0.1114646802716418,-0.3236416479297896,republican,Ronald Reagan,republican,0,11
1984,Arizona,AZ,1025897,11,333854,681416,10627,0.32542643169830887,0.6642148285841561,0.010358739717534995,-0.3387883968858473,republican,Ronald Reagan,republican,0,11
1988,Arizona,AZ,1171873,11,454029,702541,15303,0.387438741228785,0.5995026764845679,0.013058582286647103,-0.21206393525578288,republican,George H.W. Bush,republican,0,11
1992,Arizona,AZ,1486975,11,543050,572086,371839,0.3652045259671481,0.38473141781132836,0.25006405622152356,-0.019526891844180272,republican,George H.W. Bush,republican,0,11
1996,Arizona,AZ,1404405,11,653288,622073,129044,0.4651706594607681,0.4429441649666585,0.09188517557257343,0.022226494494109572,democrat,Bill Clinton,democrat,11,0
2000,Arizona,AZ,1532016,11,685341,781652,65023,0.4473458501738885,0.5102113816043696,0.04244276822174181,-0.06286553143048113,republican,George W. Bush,republican,0,11
2004,Arizona,AZ,2012585,11,893524,1104294,14767,0.44396832928795554,0.5486943408601376,0.007337329851906876,-0.10472601157218203,republican,George W. Bush,republican,0,11
2008,Arizona,AZ,2293475,11,1034707,1230111,28657,0.4511525087476428,0.5363524782262724,0.012495013026084871,-0.08519996947862962,republican,John McCain,republican,0,11
2012,Arizona,AZ,2299254,11,1025232,1233654,40368,0.44589766941799386,0.536545331659747,0.017556998922259134,-0.09064766224175319,republican,Mitt Romney,republican,0,11
2016,Arizona,AZ,2573165,11,1161167,1252401,159597,0.4512602184469321,0.4867161647232105,0.062023616829857395,-0.035455946276278405,republican,Donald J. Trump,republican,0,11
1976,Arkansas,AR,767535,6,498604,267903,1028,0.6496172812966184,0.3490433661005687,0.001339352602812901,0.30057391519604976,democrat,Jimmy Carter,democrat,6,0
1980,Arkansas,AR,837582,6,398041,403164,36377,0.4752263062004675,0.4813427222648051,0.043430971534727345,-0.006116416064337604,republican,Ronald Reagan,republican,0,6
1984,Arkansas,AR,884406,6,338646,534774,10986,0.38290785001458605,0.6046702532547269,0.012421896730687037,-0.22176240324014085,republican,Ronald Reagan,republican,0,6
1988,Arkansas,AR,827738,6,349237,466578,11923,0.4219173216645847,0.563678361993771,0.014404316341644336,-0.1417610403291863,republican,George H.W. Bush,republican,0,6
1992,Arkansas,AR,950653,6,505823,337324,107506,0.5320795284925204,0.3548339930552999,0.11308647845217971,0.1772455354372205,democrat,Bill Clinton,democrat,6,0
1996,Arkansas,AR,884262,6,475171,325416,83675,0.5373644915194817,0.36800857664357395,0.09462693183694425,0.1693559148759078,democrat,Bill Clinton,democrat,6,0
2000,Arkansas,AR,921781,6,422768,472940,26073,0.4586425626043496,0.5130719769663293,0.028285460429321063,-0.05442941436197973,republican,George W. Bush,republican,0,6
2004,Arkansas,AR,1054945,6,469953,572898,12094,0.44547630445189085,0.5430595907843537,0.011464104763755456,-0.09758328633246288,republican,George W. Bush,republican,0,6
2008,Arkansas,AR,1086617,6,422310,638017,26290,0.3886465976512423,0.5871590449992959,0.024194357349461678,-0.19851244734805362,republican,John McCain,republican,0,6
2012,Arkansas,AR,1069468,6,394409,647744,27315,0.36878990301720105,0.6056693608410911,0.02554073614170784,-0.23687945782389008,republican,Mitt Romney,republican,0,6
2016,Arkansas,AR,1130635,6,380494,684872,65269,0.33653124129360934,0.6057410216382829,0.05772773706810774,-0.2692097803446736,republican,Donald J. Trump,republican,0,6
1976,California,CA,7803770,55,3742284,3882244,179242,0.47954821836112543,0.4974831395594693,0.02296864207940521,-0.01793492119834389,republican,Gerald Ford,republican,0,55
1980,California,CA,8582938,55,3082943,4522994,977001,0.35919436910764124,0.5269750288304541,0.11383060206190468,-0.16778065972281286,republican,Ronald Reagan,republican,0,55
1984,California,CA,9505041,55,3922519,5467009,115513,0.41267775699231596,0.5751694285169312,0.012152814490752855,-0.16249167152461524,republican,Ronald Reagan,republican,0,55
1988,California,CA,9887065,55,4702233,5054917,129915,0.4755944256460335,0.5112656789451673,0.013139895408799274,-0.03567125329913379,republican,George H.W. Bush,republican,0,55
1992,California,CA,11131721,55,5121325,3630574,2379822,0.46006587840280944,0.32614669375921296,0.2137874278379776,0.13391918464359648,democrat,Bill Clinton,democrat,55,0
1996,California,CA,10019469,55,5119835,3828381,1071253,0.5109886561852729,0.3820942008004616,0.10691714301426553,0.1288944553848113,democrat,Bill Clinton,democrat,55,0
2000,California,CA,10965822,55,5861203,4567429,537190,0.5344973682775446,0.41651496805255456,0.0489876636699009,0.11798240022499001,democrat,Al Gore,democrat,55,0
2004,California,CA,12421353,55,6745485,5509826,166042,0.5430555753467436,0.44357695977241773,0.013367464880838665,0.09947861557432591,democrat,John Kerry,democrat,55,0
2008,California,CA,13561900,55,8274473,5011781,275646,0.6101263834713425,0.36954858832464477,0.02032502820401271,0.24057779514669775,democrat,Barack H. Obama,democrat,55,0
2012,California,CA,13038547,55,7854285,4839958,344304,0.6023895914168964,0.371203785207048,0.026406623376055628,0.2311858062098484,democrat,Barack H. Obama,democrat,55,0
2016,California,CA,14181595,55,8753788,4483810,943997,0.6172639960455788,0.3161710653843943,0.06656493857002685,0.3010929306611845,democrat,Hillary Clinton,democrat,55,0
1976,Colorado,CO,1081440,9,460801,584278,36361,0.4260994599792869,0.5402777777777777,0.033622762242935346,-0.11417831779849086,republican,Gerald Ford,republican,0,9
1980,Colorado,CO,1184450,9,368009,652264,164177,0.3107003250453797,0.5506893494871037,0.13861032546751656,-0.23998902444172399,republican,Ronald Reagan,republican,0,9
1984,Colorado,CO,1295380,9,454975,821817,18588,0.3512289830011271,0.6344215596967685,0.014349457302104402,-0.2831925766956414,republican,Ronald Reagan,republican,0,9
1988,Colorado,CO,1372394,9,621453,728177,22764,0.45282404324122666,0.5305888833673129,0.01658707339146047,-0.07776484012608625,republican,George H.W. Bush,republican,0,9
1992,Colorado,CO,1569180,9,629681,562850,376649,0.40128028651907366,0.35869052626212417,0.24002918721880218,0.042589760256949494,democrat,Bill Clinton,democrat,9,0
1996,Colorado,CO,1510702,9,671152,691848,147702,0.44426498409348764,0.457964575409313,0.09777044049719931,-0.013699591315825377,republican,Robert Dole,republican,0,9
2000,Colorado,CO,1741368,9,738227,883748,119393,0.4239350901130605,0.507502147736722,0.06856276215021753,-0.08356705762366146,republican,George W. Bush,republican,0,9
2004,Colorado,CO,2129630,9,1001732,1101255,26643,0.47037842254288303,0.5171109535459211,0.012510623911195841,-0.046732531003038036,republican,George W. Bush,republican,0,9
2008,Colorado,CO,2401361,9,1288576,1073589,39196,0.5366023684069159,0.4470752210933716,0.016322410499712454,0.08952714731354428,democrat,Barack H. Obama,democrat,9,0
2012,Colorado,CO,2569516,9,1323101,1185243,61172,0.5149222655161517,0.4612709163904798,0.023806818093368556,0.05365134912567193,democrat,Barack H. Obama,democrat,9,0
2016,Colorado,CO,2780220,9,1338870,1202484,238866,0.48156980382847403,0.4325139737143104,0.08591622245721561,0.049055830114163645,democrat,Hillary Clinton,democrat,9,0
1976,Connecticut,CT,1386355,7,647895,719261,19199,0.46733700964038793,0.5188144450735923,0.013848545286019814,-0.05147743543320438,republican,Gerald Ford,republican,0,7
1980,Connecticut,CT,1406285,7,541732,677210,187343,0.3852220566954778,0.4815595700729226,0.13321837323159957,-0.09633751337744478,republican,Ronald Reagan,republican,0,7
1984,Connecticut,CT,1466900,7,569597,890877,6426,0.3882998159383734,0.6073195173495126,0.004380666712113982,-0.2190197014111392,republican,Ronald Reagan,republican,0,7
1988,Connecticut,CT,1443394,7,676584,750241,16569,0.4687451936200372,0.5197756122029051,0.011479194177057684,-0.05103041858286794,republican,George H.W. Bush,republican,0,7
1992,Connecticut,CT,1616156,7,682318,578313,355525,0.42218572959541034,0.35783241221763246,0.2199818581869572,0.06435331737777789,democrat,Bill Clinton,democrat,7,0
1996,Connecticut,CT,1392614,7,735740,483109,173765,0.5283158147196567,0.34690804487101234,0.12477614040933094,0.18140776984864437,democrat,Bill Clinton,democrat,7,0
2000,Connecticut,CT,1459525,7,816015,561094,82416,0.5590962813244035,0.384436032270773,0.05646768640482349,0.17466024905363048,democrat,Al Gore,democrat,7,0
2004,Connecticut,CT,1578769,7,857488,693826,27455,0.543137089719902,0.4394727791082799,0.017390131171818042,0.10366431061162212,democrat,John Kerry,democrat,7,0
2008,Connecticut,CT,1646792,7,997772,629428,19592,0.6058882967612181,0.3822146330562694,0.011897070182512424,0.22367366370494873,democrat,Barack H. Obama,democrat,7,0
2012,Connecticut,CT,1558204,7,905083,634892,18229,0.5808501325885442,0.4074511424691504,0.011698724942305372,0.17339899011939386,democrat,Barack H. Obama,democrat,7,0
2016,Connecticut,CT,1644920,7,897572,673215,74133,0.5456630109670987,0.40926914378814777,0.045067845244753546,0.1363938671789509,democrat,Hillary Clinton,democrat,7,0
1976,Delaware,DE,235642,3,122461,109780,3401,0.5196908870235357,0.46587620203529084,0.014432910941173474,0.053814684988244876,democrat,Jimmy Carter,democrat,3,0
1980,Delaware,DE,235668,3,105754,111252,18662,0.4487414498362103,0.47207087937267683,0.07918767079111293,-0.02332942953646655,republican,Ronald Reagan,republican,0,3
1984,Delaware,DE,254572,3,101656,152190,726,0.3993212136448627,0.5978269409047342,0.0028518454504030295,-0.19850572725987148,republican,Ronald Reagan,republican,0,3
1988,Delaware,DE,249891,3,108647,139639,1605,0.4347775630174756,0.5587996366415757,0.006422800340948653,-0.12402207362410012,republican,George H.W. Bush,republican,0,3
1992,Delaware,DE,289620,3,126054,102313,61253,0.43523927905531384,0.35326634900904635,0.2114943719356398,0.08197293004626749,democrat,Bill Clinton,democrat,3,0
1996,Delaware,DE,270810,3,140355,99062,31393,0.518278497839814,0.3657988995975038,0.11592260256268232,0.15247959824231017,democrat,Bill Clinton,democrat,3,0
2000,Delaware,DE,327529,3,180068,137288,10173,0.5497772716309091,0.4191628832866708,0.03105984508242018,0.13061438834423827,democrat,Al Gore,democrat,3,0
2004,Delaware,DE,375190,3,200152,171660,3378,0.5334683760228152,0.4575281857192356,0.009003438257949305,0.07594019030357957,democrat,John Kerry,democrat,3,0
2008,Delaware,DE,412412,3,255459,152374,4579,0.6194266898150393,0.36947033548975294,0.011102974695207705,0.2499563543252864,democrat,Barack H. Obama,democrat,3,0
2012,Delaware,DE,413890,3,242584,165484,5822,0.5861074198458528,0.39982604073546113,0.014066539418686125,0.18628137911039166,democrat,Barack H. Obama,democrat,3,0
2016,Delaware,DE,441590,3,235603,185127,20860,0.5335333680563419,0.41922824339319276,0.04723838855046537,0.11430512466314913,democrat,Hillary Clinton,democrat,3,0
1976,District of Columbia,DC,168830,3,137818,27873,3139,0.8163122667772316,0.16509506604276492,0.018592667180003554,0.6512172007344667,democrat,Jimmy Carter,democrat,3,0
1980,District of Columbia,DC,173889,3,130231,23313,20345,0.7489317898199426,0.134068284940393,0.11699992523966439,0.6148635048795495,democrat,Jimmy Carter,democrat,3,0
1984,District of Columbia,DC,211288,3,180408,29009,1871,0.853848775131574,0.137296013024876,0.008855211843550035,0.7165527621066979,democrat,Walter Mondale,democrat,3,0
1988,District of Columbia,DC,192877,3,159407,27590,5880,0.8264697190437429,0.1430445309705149,0.03048574998574221,0.683425188073228,democrat,Michael Dukakis,democrat,3,0
1992,District of Columbia,DC,227572,3,192619,20698,14255,0.8464090485648498,0.09095143515019423,0.06263951628495597,0.7554576134146556,democrat,Bill Clinton,democrat,3,0
1996,District of Columbia,DC,185726,3,158220,17339,10167,0.8519001109160806,0.09335795742114728,0.05474193166277204,0.7585421534949334,democrat,Bill Clinton,democrat,3,0
2000,District of Columbia,DC,201894,3,171923,18073,11898,0.8515508137933767,0.08951727143946824,0.05893191476715504,0.7620335423539085,democrat,Al Gore,democrat,3,0
2004,District of Columbia,DC,227586,3,202970,21256,3360,0.8918386895503239,0.09339766066454,0.014763649785136168,0.7984410288857838,democrat,John Kerry,democrat,3,0
2008,District of Columbia,DC,265853,3,245800,17367,2686,0.9245710975614343,0.06532557465968035,0.010103327778885323,0.8592455229017539,democrat,Barack H. Obama,democrat,3,0
2012,District of Columbia,DC,293764,3,267070,21381,5313,0.9091311392818725,0.07278291417600523,0.01808594654212225,0.8363482251058673,democrat,Barack H. Obama,democrat,3,0
2016,District of Columbia,DC,312575,3,282830,12723,17022,0.9048388386787171,0.04070383108054067,0.05445733024074222,0.8641350075981764,democrat,Hillary Clinton,democrat,3,0
1976,Florida,FL,3150631,29,1636000,1469531,45100,0.5192610623078361,0.46642434483758966,0.014314592854574211,0.05283671747024643,democrat,Jimmy Carter,democrat,29,0
1980,Florida,FL,3686927,29,1419475,2046951,220501,0.38500219830769633,0.5551916270650328,0.0598061746272709,-0.17018942875733645,republican,Ronald Reagan,republican,0,29
1984,Florida,FL,4180051,29,1448816,2730350,885,0.3466024696827862,0.653185810412361,0.00021171990485283553,-0.3065833407295748,republican,Ronald Reagan,republican,0,29
1988,Florida,FL,4302313,29,1656701,2618885,26727,0.3850721693191546,0.6087155908926198,0.006212239788225543,-0.22364342157346523,republican,George H.W. Bush,republican,0,29
1992,Florida,FL,5313392,29,2071698,2173310,1068384,0.3899012156452978,0.4090249693604387,0.20107381499426355,-0.019123753715140912,republican,George H.W. Bush,republican,0,29
1996,Florida,FL,5303154,29,2546870,2244536,511748,0.4802557119781926,0.42324548749668595,0.09649880052512147,0.057010224481506666,democrat,Bill Clinton,democrat,29,0
2000,Florida,FL,5963110,29,2912253,2912790,138067,0.48837821204036147,0.4884682657204043,0.023153522239234225,-9.00536800428342e-05,republican,George W. Bush,republican,0,29
2004,Florida,FL,7609810,29,3583544,3964522,61744,0.4709111002771423,0.5209751623233695,0.008113737399488292,-0.05006406204622721,republican,George W. Bush,republican,0,29
2008,Florida,FL,8390744,29,4282074,4045624,63046,0.5103330527066491,0.4821531916597622,0.007513755633588631,0.028179861046886856,democrat,Barack H. Obama,democrat,29,0
2012,Florida,FL,8474179,29,4237756,4163447,72976,0.5000786506869869,0.49130977761975525,0.008611571693257837,0.00876887306723162,democrat,Barack H. Obama,democrat,29,0
2016,Florida,FL,9420039,29,4504975,4617886,297178,0.4782331580580505,0.49021941416590736,0.031547427776042115,-0.011986256107856863,republican,Donald J. Trump,republican,0,29
1976,Georgia,GA,1463152,16,979409,483743,0,0.6693829485931742,0.3306170514068258,0.0,0.33876589718634836,democrat,Jimmy Carter,democrat,16,0
1980,Georgia,GA,1596805,16,890955,654168,51682,0.5579610534786652,0.409673065903476,0.032365880617858785,0.14828798757518918,democrat,Jimmy Carter,democrat,16,0
1984,Georgia,GA,1776103,16,706628,1068722,753,0.3978530524412154,0.6017229856601785,0.00042396189860610564,-0.20386993321896307,republican,Ronald Reagan,republican,0,16
1988,Georgia,GA,1809672,16,714792,1081331,13549,0.394984284444916,0.5975287234371753,0.00748699211790866,-0.20254443899225932,republican,George H.W. Bush,republican,0,16
1992,Georgia,GA,2321133,16,1008966,995252,316915,0.4346868533599755,0.4287785318635339,0.13653461477649062,0.005908321496441604,democrat,Bill Clinton,democrat,16,0
1996,Georgia,GA,2298899,16,1053849,1080843,164207,0.4584146584952188,0.4701568011469838,0.07142854035779736,-0.011742142651765042,republican,Robert Dole,republican,0,16
2000,Georgia,GA,2583208,16,1116230,1419720,47258,0.4321099965624139,0.5495956965137921,0.01829430692379398,-0.11748569995137825,republican,George W. Bush,republican,0,16
2004,Georgia,GA,3301875,16,1366149,1914254,21472,0.41374946053378764,0.5797475676698846,0.006502971796327844,-0.16599810713609692,republican,George W. Bush,republican,0,16
2008,Georgia,GA,3924486,16,1844123,2048759,31604,0.46990179096065066,0.5220451799292952,0.008053029110054158,-0.052143388968644566,republican,John McCain,republican,0,16
2012,Georgia,GA,3897839,16,1773827,2078688,45324,0.45507959666882086,0.5332924217752452,0.011627981555933942,-0.0782128251064243,republican,Mitt Romney,republican,0,16
2016,Georgia,GA,4114732,16,1877963,2089104,147665,0.4563998335736082,0.50771326054771,0.03588690587868177,-0.05131342697410185,republican,Donald J. Trump,republican,0,16
1976,Hawaii,HI,291301,4,147375,140003,3923,0.5059199934088795,0.48061283689379714,0.013467169697323388,0.025307156515082363,democrat,Jimmy Carter,democrat,4,0
1980,Hawaii,HI,303287,4,135879,130112,37296,0.4480211812573569,0.42900618885741887,0.12297262988522423,0.019014992399938035,democrat,Jimmy Carter,democrat,4,0
1984,Hawaii,HI,335846,4,147154,185050,3642,0.43815915627996166,0.5509965877217534,0.010844255998284928,-0.11283743144179176,republican,Ronald Reagan,republican,0,4
1988,Hawaii,HI,354461,4,192364,158625,3472,0.5426944007944456,0.44751044543687457,0.00979515376867977,0.09518395535757107,democrat,Michael Dukakis,democrat,4,0
1992,Hawaii,HI,372842,4,179310,136822,56710,0.48092757790163126,0.3669704593366627,0.15210196276170604,0.11395711856496854,democrat,Bill Clinton,democrat,4,0
1996,Hawaii,HI,360120,4,205012,113943,41165,0.5692880151060757,0.3164028657114295,0.11430911918249473,0.25288514939464624,democrat,Bill Clinton,democrat,4,0
2000,Hawaii,HI,367951,4,205286,137845,24820,0.5579166791230354,0.3746286869719066,0.06745463390505801,0.18328799215112884,democrat,Al Gore,democrat,4,0
2004,Hawaii,HI,429013,4,231708,194191,3114,0.5400955215809311,0.45264595711551864,0.007258521303550242,0.08744956446541247,democrat,John Kerry,democrat,4,0
2008,Hawaii,HI,456064,4,325871,120566,9627,0.7145291011787819,0.2643620193657031,0.021108879455515015,0.4501670818130788,democrat,Barack H. Obama,democrat,4,0
2012,Hawaii,HI,437159,4,306658,121015,9486,0.7014793244563191,0.2768214768539593,0.02169919868972159,0.4246578476023598,democrat,Barack H. Obama,democrat,4,0
2016,Hawaii,HI,437664,4,266891,128847,41926,0.6098079805512905,0.29439707172625573,0.09579494772245375,0.31541090882503475,democrat,Hillary Clinton,democrat,4,0
1976,Idaho,ID,340932,4,126549,204151,10232,0.37118545633733413,0.5988026937923104,0.030011849870355378,-0.2276172374549763,republican,Gerald Ford,republican,0,4
1980,Idaho,ID,437431,4,110192,290699,36540,0.25190715792890767,0.6645596676961624,0.08353317437492999,-0.4126525097672547,republican,Ronald Reagan,republican,0,4
1984,Idaho,ID,411144,4,108510,297523,5111,0.2639221294728854,0.723646702858366,0.012431167668748662,-0.45972457338548056,republican,Ronald Reagan,republican,0,4
1988,Idaho,ID,408968,4,147272,253881,7815,0.36010641419377554,0.6207845112576045,0.01910907454861994,-0.26067809706382894,republican,George H.W. Bush,republican,0,4
1992,Idaho,ID,482114,4,137013,202645,142456,0.2841921205358069,0.4203258980241188,0.2954819814400743,-0.1361337774883119,republican,George H.W. Bush,republican,0,4
1996,Idaho,ID,491711,4,165443,256595,69673,0.3364638985094903,0.521841081448249,0.1416950200422606,-0.1853771829387587,republican,Robert Dole,republican,0,4
2000,Idaho,ID,501615,4,138637,336937,26041,0.27638128843834414,0.6717043948047806,0.051914316756875294,-0.39532310636643647,republican,George W. Bush,republican,0,4
